sentence_id	token_id	token	bio_ner_tag
14	11	-	O
14	12	wasting	O
14	13	disease	O
14	14	similar	O
14	15	to	O
14	16	BSE	B-ORG
14	17	which	O
14	18	is	O
14	19	believed	O
14	20	to	O
14	21	have	O
14	22	been	O
14	23	transferred	O
14	24	to	O
14	25	cattle	O
14	26	through	O
14	27	feed	O
14	28	containing	O
14	29	animal	O
14	30	waste	O
14	31	.	O
15	0	British	B-NORP
15	1	farmers	O
15	2	denied	O
15	3	on	O
15	4	Thursday	B-DATE
15	5	there	O
15	6	was	O
15	7	any	O
15	8	danger	O
15	9	to	O
15	10	human	O
15	11	health	O
15	12	from	O
15	13	their	O
15	14	sheep	O
15	15	,	O
15	16	but	O
15	17	expressed	O
15	18	concern	O
15	19	that	O
15	20	German	B-NORP
15	21	government	O
15	22	advice	O
15	23	to	O
15	24	consumers	O
15	25	to	O
15	26	avoid	O
15	27	British	B-NORP
15	28	lamb	O
15	29	might	O
15	30	influence	O
15	31	consumers	O
15	32	across	O
15	33	Europe	B-LOC
15	34	.	O
16	0	""""	O
16	1	What	O
16	2	we	O
16	3	have	O
16	4	to	O
16	5	be	O
16	6	extremely	O
16	7	careful	O
16	8	of	O
16	9	is	O
16	10	how	O
16	11	other	O
16	12	countries	O
16	13	are	O
16	14	going	O
16	15	to	O
16	16	take	O
16	17	Germany	B-GPE
16	18	's	O
16	19	lead	O
16	20	,	O
16	21	""""	O
16	22	Welsh	O
16	23	National	O
16	24	Farmers	O
16	25	'	O
16	26	Union	O
16	27	(	O
16	28	NFU	O
16	29	)	O
16	30	chairman	O
16	31	John	B-PERSON
16	32	Lloyd	I-PERSON
16	33	Jones	I-PERSON
16	34	said	O
16	35	on	O
16	36	BBC	B-ORG
16	37	radio	O
16	38	.	O
17	0	Bonn	B-GPE
17	1	has	O
17	2	led	O
17	3	efforts	O
17	4	to	O
17	5	protect	O
17	6	public	O
17	7	health	O
17	8	after	O
17	9	consumer	O
17	10	confidence	O
17	11	collapsed	O
17	12	in	O
17	13	March	B-DATE
17	14	after	O
17	15	a	O
17	16	British	B-NORP
17	17	report	O
17	18	suggested	O
17	19	humans	O
17	20	could	O
17	21	contract	O
17	22	an	O
17	23	illness	O
17	24	similar	O
17	25	to	O
17	26	mad	O
17	27	cow	O
17	28	disease	O
17	29	by	O
17	30	eating	O
17	31	contaminated	O
17	32	beef	O
17	33	.	O
18	0	Germany	B-GPE
18	1	imported	O
18	2	47,600	B-CARDINAL
18	3	sheep	O
18	4	from	O
18	5	Britain	B-GPE
18	6	last	B-DATE
18	7	year	I-DATE
18	8	,	O
18	9	nearly	B-CARDINAL
18	10	half	I-CARDINAL
18	11	of	O
18	12	total	O
18	13	imports	O
18	14	.	O
19	0	It	O
19	1	brought	O
19	2	in	O
19	3	4,275	B-QUANTITY
19	4	tonnes	I-QUANTITY
19	5	of	O
19	6	British	B-NORP
19	7	mutton	O
19	8	,	O
19	9	some	B-PERCENT
19	10	10	I-PERCENT
19	11	percent	I-PERCENT
19	12	of	O
19	13	overall	O
19	14	imports	O
19	15	.	O
20	0	Rare	O
20	1	Hendrix	O
20	2	song	O
20	3	draft	O
20	4	sells	O
20	5	for	O
20	6	almost	B-MONEY
20	7	$	I-MONEY
20	8	17,000	I-MONEY
20	9	.	O
21	0	LONDON	B-GPE
21	1	1996	B-DATE
21	2	-	I-DATE
21	3	08	I-DATE
21	4	-	I-DATE
21	5	22	I-DATE
22	0	A	O
22	1	rare	O
22	2	early	O
22	3	handwritten	O
22	4	draft	O
22	5	of	O
22	6	a	O
22	7	song	O
22	8	by	O
22	9	U.S.	B-GPE
22	10	guitar	O
22	11	legend	O
22	12	Jimi	B-PERSON
22	13	Hendrix	I-PERSON
22	14	was	O
22	15	sold	O
22	16	for	O
22	17	almost	B-MONEY
22	18	$	I-MONEY
22	19	17,000	I-MONEY
22	20	on	O
22	21	Thursday	B-DATE
22	22	at	O
22	23	an	O
22	24	auction	O
22	25	of	O
22	26	some	O
22	27	of	O
22	28	the	O
22	29	late	O
22	30	musician	O
22	31	's	O
22	32	favourite	O
22	33	possessions	O
22	34	.	O
23	0	A	O
23	1	Florida	B-GPE
23	2	restaurant	O
23	3	paid	O
23	4	10,925	B-MONEY
23	5	pounds	I-MONEY
23	6	(	O
23	7	$	O
23	8	16,935	B-MONEY
23	9	)	O
23	10	for	O
23	11	the	O
23	12	draft	O
23	13	of	O
23	14	""""	O
23	15	Ai	O
23	16	n't	O
23	17	no	O
23	18	telling	O
23	19	""""	O
23	20	,	O
23	21	which	O
23	22	Hendrix	B-GPE
23	23	penned	O
23	24	on	O
23	25	a	O
23	26	piece	O
23	27	of	O
23	28	London	B-GPE
23	29	hotel	O
23	30	stationery	O
23	31	in	O
23	32	late	O
23	33	1966	O
23	34	.	O
24	0	At	O
24	1	the	O
24	2	end	O
24	3	of	O
24	4	a	O
24	5	January	B-DATE
24	6	1967	I-DATE
24	7	concert	O
24	8	in	O
24	9	the	O
24	10	English	B-NORP
24	11	city	O
24	12	of	O
24	13	Nottingham	B-PERSON
24	14	he	O
24	15	threw	O
24	16	the	O
24	17	sheet	O
24	18	of	O
24	19	paper	O
24	20	into	O
24	21	the	O
24	22	audience	O
24	23	,	O
24	24	where	O
24	25	it	O
24	26	was	O
24	27	retrieved	O
24	28	by	O
24	29	a	O
24	30	fan	O
24	31	.	O
25	0	Buyers	O
25	1	also	O
25	2	snapped	O
25	3	up	O
25	4	16	B-CARDINAL
25	5	other	O
25	6	items	O
25	7	that	O
25	8	were	O
25	9	put	O
25	10	up	O
25	11	for	O
25	12	auction	O
25	13	by	O
25	14	Hendrix	B-PERSON
25	15	's	O
25	16	former	O
25	17	girlfriend	O
25	18	Kathy	B-PERSON
25	19	Etchingham	I-PERSON
25	20	,	O
25	21	who	O
25	22	lived	O
25	23	with	O
25	24	him	O
25	25	from	O
25	26	1966	B-DATE
25	27	to	O
25	28	1969	B-DATE
25	29	.	O
26	0	They	O
26	1	included	O
26	2	a	O
26	3	black	O
26	4	lacquer	O
26	5	and	O
26	6	mother	O
26	7	of	O
26	8	pearl	O
26	9	inlaid	O
26	10	box	O
26	11	used	O
26	12	by	O
26	13	Hendrix	B-PERSON
26	14	to	O
26	15	store	O
26	16	his	O
26	17	drugs	O
26	18	,	O
26	19	which	O
26	20	an	O
26	21	anonymous	O
26	22	Australian	B-NORP
26	23	purchaser	O
26	24	bought	O
26	25	for	O
26	26	5,060	B-MONEY
26	27	pounds	I-MONEY
26	28	(	O
26	29	$	O
26	30	7,845	B-MONEY
26	31	)	O
26	32	.	O
27	0	The	O
27	1	guitarist	O
27	2	died	O
27	3	of	O
27	4	a	O
27	5	drugs	O
27	6	overdose	O
27	7	in	O
27	8	1970	B-DATE
27	9	aged	O
27	10	27	B-DATE
27	11	.	O
28	0	China	B-GPE
28	1	says	O
28	2	Taiwan	B-GPE
28	3	spoils	O
28	4	atmosphere	O
28	5	for	O
28	6	talks	O
28	7	.	O
29	0	BEIJING	B-GPE
29	1	1996	B-DATE
29	2	-	I-DATE
29	3	08	I-DATE
29	4	-	I-DATE
29	5	22	I-DATE
30	0	China	B-GPE
30	1	on	O
30	2	Thursday	B-DATE
30	3	accused	O
30	4	Taipei	B-GPE
30	5	of	O
30	6	spoiling	O
30	7	the	O
30	8	atmosphere	O
30	9	for	O
30	10	a	O
30	11	resumption	O
30	12	of	O
30	13	talks	O
30	14	across	O
30	15	the	B-LOC
30	16	Taiwan	I-LOC
30	17	Strait	I-LOC
30	18	with	O
30	19	a	O
30	20	visit	O
30	21	to	O
30	22	Ukraine	B-GPE
30	23	by	O
30	24	Taiwanese	B-NORP
30	25	Vice	O
30	26	President	O
30	27	Lien	B-PERSON
30	28	Chan	I-PERSON
30	29	this	B-DATE
30	30	week	I-DATE
30	31	that	O
30	32	infuriated	O
30	33	Beijing	B-GPE
30	34	.	O
31	0	Speaking	O
31	1	only	B-TIME
31	2	hours	I-TIME
31	3	after	O
31	4	Chinese	B-NORP
31	5	state	O
31	6	media	O
31	7	said	O
31	8	the	O
31	9	time	O
31	10	was	O
31	11	right	O
31	12	to	O
31	13	engage	O
31	14	in	O
31	15	political	O
31	16	talks	O
31	17	with	O
31	18	Taiwan	B-GPE
31	19	,	O
31	20	Foreign	B-ORG
31	21	Ministry	I-ORG
31	22	spokesman	O
31	23	Shen	B-PERSON
31	24	Guofang	I-PERSON
31	25	told	O
31	26	Reuters	B-ORG
31	27	:	O
31	28	""""	O
31	29	The	O
31	30	necessary	O
31	31	atmosphere	O
31	32	for	O
31	33	the	O
31	34	opening	O
31	35	of	O
31	36	the	O
31	37	talks	O
31	38	has	O
31	39	been	O
31	40	disrupted	O
31	41	by	O
31	42	the	O
31	43	Taiwan	B-GPE
31	44	authorities	O
31	45	.	O
31	46	""""	O
32	0	State	O
32	1	media	O
32	2	quoted	O
32	3	China	B-GPE
32	4	's	O
32	5	top	O
32	6	negotiator	O
32	7	with	O
32	8	Taipei	B-GPE
32	9	,	O
32	10	Tang	B-GPE
32	11	Shubei	I-GPE
32	12	,	O
32	13	as	O
32	14	telling	O
32	15	a	O
32	16	visiting	O
32	17	group	O
32	18	from	O
32	19	Taiwan	B-GPE
32	20	on	O
32	21	Wednesday	B-DATE
32	22	that	O
32	23	it	O
32	24	was	O
32	25	time	O
32	26	for	O
32	27	the	O
32	28	rivals	O
32	29	to	O
32	30	hold	O
32	31	political	O
32	32	talks	O
32	33	.	O
33	0	""""	O
33	1	Now	O
33	2	is	O
33	3	the	O
33	4	time	O
33	5	for	O
33	6	the	O
33	7	two	B-CARDINAL
33	8	sides	O
33	9	to	O
33	10	engage	O
33	11	in	O
33	12	political	O
33	13	talks	O
33	14	...	O
34	0	that	O
34	1	is	O
34	2	to	O
34	3	end	O
34	4	the	O
34	5	state	O
34	6	of	O
34	7	hostility	O
34	8	,	O
34	9	""""	O
34	10	Thursday	B-DATE
34	11	's	O
34	12	overseas	O
34	13	edition	O
34	14	of	O
34	15	the	B-ORG
34	16	People	I-ORG
34	17	's	I-ORG
34	18	Daily	I-ORG
34	19	quoted	O
34	20	Tang	B-PERSON
34	21	as	O
34	22	saying	O
34	23	.	O
35	0	The	O
35	1	foreign	O
35	2	ministry	O
35	3	's	O
35	4	Shen	B-ORG
35	5	told	O
35	6	Reuters	B-ORG
35	7	Television	I-ORG
35	8	in	O
35	9	an	O
35	10	interview	O
35	11	he	O
35	12	had	O
35	13	read	O
35	14	reports	O
35	15	of	O
35	16	Tang	B-PERSON
35	17	's	O
35	18	comments	O
35	19	but	O
35	20	gave	O
35	21	no	O
35	22	details	O
35	23	of	O
35	24	why	O
35	25	the	O
35	26	negotiator	O
35	27	had	O
35	28	considered	O
35	29	the	O
35	30	time	O
35	31	right	O
35	32	for	O
35	33	talks	O
35	34	with	O
35	35	Taiwan	B-GPE
35	36	,	O
35	37	which	O
35	38	Beijing	B-GPE
35	39	considers	O
35	40	a	O
35	41	renegade	O
35	42	province	O
35	43	.	O
36	0	China	B-GPE
36	1	,	O
36	2	which	O
36	3	has	O
36	4	long	O
36	5	opposed	O
36	6	all	O
36	7	Taipei	B-GPE
36	8	efforts	O
36	9	to	O
36	10	gain	O
36	11	greater	O
36	12	international	O
36	13	recognition	O
36	14	,	O
36	15	was	O
36	16	infuriated	O
36	17	by	O
36	18	a	O
36	19	visit	O
36	20	to	O
36	21	Ukraine	B-GPE
36	22	this	B-DATE
36	23	week	I-DATE
36	24	by	O
36	25	Taiwanese	B-NORP
36	26	Vice	O
36	27	President	O
36	28	Lien	B-PERSON
36	29	.	O
37	0	China	B-GPE
37	1	says	O
37	2	time	O
37	3	right	O
37	4	for	O
37	5	Taiwan	B-GPE
37	6	talks	O
37	7	.	O
38	0	BEIJING	B-GPE
38	1	1996	B-DATE
38	2	-	I-DATE
38	3	08	I-DATE
38	4	-	I-DATE
38	5	22	I-DATE
39	0	China	B-GPE
39	1	has	O
39	2	said	O
39	3	it	O
39	4	was	O
39	5	time	O
39	6	for	O
39	7	political	O
39	8	talks	O
39	9	with	O
39	10	Taiwan	B-GPE
39	11	and	O
39	12	that	O
39	13	the	O
39	14	rival	O
39	15	island	O
39	16	should	O
39	17	take	O
39	18	practical	O
39	19	steps	O
39	20	towards	O
39	21	that	O
39	22	goal	O
39	23	.	O
40	0	Consultations	O
40	1	should	O
40	2	be	O
40	3	held	O
40	4	to	O
40	5	set	O
40	6	the	O
40	7	time	O
40	8	and	O
40	9	format	O
40	10	of	O
40	11	the	O
40	12	talks	O
40	13	,	O
40	14	the	O
40	15	official	O
40	16	Xinhua	B-ORG
40	17	news	I-ORG
40	18	agency	I-ORG
40	19	quoted	O
40	20	Tang	B-PERSON
40	21	Shubei	I-PERSON
40	22	,	O
40	23	executive	O
40	24	vice	O
40	25	chairman	O
40	26	of	O
40	27	the	B-ORG
40	28	Association	I-ORG
40	29	for	I-ORG
40	30	Relations	I-ORG
40	31	Across	I-ORG
40	32	the	I-ORG
40	33	Taiwan	I-ORG
40	34	Straits	I-ORG
40	35	,	O
40	36	as	O
40	37	saying	O
40	38	late	O
40	39	on	O
40	40	Wednesday	B-DATE
40	41	.	O
41	0	German	O
41	1	July	B-DATE
41	2	car	O
41	3	registrations	O
41	4	up	O
41	5	14.2	B-CARDINAL
41	6	pct	O
41	7	yr	O
41	8	/	O
41	9	yr	O
41	10	.	O
42	0	FRANKFURT	O
42	1	1996	B-DATE
42	2	-	I-DATE
42	3	08	I-DATE
42	4	-	I-DATE
42	5	22	I-DATE
43	0	German	B-NORP
43	1	first	B-ORDINAL
43	2	-	O
43	3	time	O
43	4	registrations	O
43	5	of	O
43	6	motor	O
43	7	vehicles	O
43	8	jumped	O
43	9	14.2	B-PERCENT
43	10	percent	I-PERCENT
43	11	in	O
43	12	July	B-DATE
43	13	this	O
43	14	year	O
43	15	from	O
43	16	the	B-DATE
43	17	year	I-DATE
43	18	-	I-DATE
43	19	earlier	I-DATE
43	20	period	I-DATE
43	21	,	O
43	22	the	O
43	23	Federal	O
43	24	office	O
43	25	for	O
43	26	motor	O
43	27	vehicles	O
43	28	said	O
43	29	on	O
43	30	Thursday	B-DATE
43	31	.	O
44	0	The	O
44	1	office	O
44	2	said	O
44	3	356,725	B-CARDINAL
44	4	new	O
44	5	cars	O
44	6	were	O
44	7	registered	O
44	8	in	O
44	9	July	B-DATE
44	10	1996	I-DATE
44	11	--	O
44	12	304,850	B-CARDINAL
44	13	passenger	O
44	14	cars	O
44	15	and	O
44	16	15,613	B-CARDINAL
44	17	trucks	O
44	18	.	O
45	0	The	O
45	1	figures	O
45	2	represent	O
45	3	a	O
45	4	13.6	B-PERCENT
45	5	percent	I-PERCENT
45	6	increase	O
45	7	for	O
45	8	passenger	O
45	9	cars	O
45	10	and	O
45	11	a	O
45	12	2.2	B-PERCENT
45	13	percent	I-PERCENT
45	14	decline	O
45	15	for	O
45	16	trucks	O
45	17	from	O
45	18	July	B-DATE
45	19	1995	I-DATE
45	20	.	O
46	0	Motor	O
46	1	-	O
46	2	bike	O
46	3	registration	O
46	4	rose	O
46	5	32.7	B-PERCENT
46	6	percent	I-PERCENT
46	7	in	O
46	8	the	O
46	9	period	O
46	10	.	O
47	0	The	O
47	1	growth	O
47	2	was	O
47	3	partly	O
47	4	due	O
47	5	to	O
47	6	an	O
47	7	increased	O
47	8	number	O
47	9	of	O
47	10	Germans	B-NORP
47	11	buying	O
47	12	German	B-NORP
47	13	cars	O
47	14	abroad	O
47	15	,	O
47	16	while	O
47	17	manufacturers	O
47	18	said	O
47	19	that	O
47	20	domestic	O
47	21	demand	O
47	22	was	O
47	23	weak	O
47	24	,	O
47	25	the	O
47	26	federal	O
47	27	office	O
47	28	said	O
47	29	.	O
48	0	Almost	O
48	1	all	O
48	2	German	B-NORP
48	3	car	O
48	4	manufacturers	O
48	5	posted	O
48	6	gains	O
48	7	in	O
48	8	registration	O
48	9	numbers	O
48	10	in	O
48	11	the	O
48	12	period	O
48	13	.	O
49	0	Volkswagen	B-ORG
49	1	AG	I-ORG
49	2	won	O
49	3	77,719	B-CARDINAL
49	4	registrations	O
49	5	,	O
49	6	slightly	O
49	7	more	B-DATE
49	8	than	I-DATE
49	9	a	I-DATE
49	10	quarter	I-DATE
49	11	of	O
49	12	the	O
49	13	total	O
49	14	.	O
50	0	Opel	B-ORG
50	1	AG	I-ORG
50	2	together	O
50	3	with	O
50	4	General	B-ORG
50	5	Motors	I-ORG
50	6	came	O
50	7	in	O
50	8	second	B-ORDINAL
50	9	place	O
50	10	with	O
50	11	49,269	B-CARDINAL
50	12	registrations	O
50	13	,	O
50	14	16.4	B-PERCENT
50	15	percent	I-PERCENT
50	16	of	O
50	17	the	O
50	18	overall	O
50	19	figure	O
50	20	.	O
51	0	Third	B-ORDINAL
51	1	was	O
51	2	Ford	B-ORG
51	3	with	O
51	4	35,563	B-CARDINAL
51	5	registrations	O
51	6	,	O
51	7	or	O
51	8	11.7	B-PERCENT
51	9	percent	I-PERCENT
51	10	.	O
52	0	Only	O
52	1	Seat	O
52	2	and	O
52	3	Porsche	B-ORG
52	4	had	O
52	5	fewer	O
52	6	registrations	O
52	7	in	O
52	8	July	B-DATE
52	9	1996	I-DATE
52	10	compared	O
52	11	to	O
52	12	last	B-DATE
52	13	year	I-DATE
52	14	's	I-DATE
52	15	July	B-DATE
52	16	.	O
53	0	Seat	O
53	1	posted	O
53	2	3,420	B-CARDINAL
53	3	registrations	O
53	4	compared	O
53	5	with	O
53	6	5522	B-CARDINAL
53	7	registrations	O
53	8	in	O
53	9	July	B-DATE
53	10	a	B-DATE
53	11	year	I-DATE
53	12	earlier	I-DATE
53	13	.	O
54	0	Porsche	B-ORG
54	1	's	O
54	2	registrations	O
54	3	fell	O
54	4	to	O
54	5	554	B-CARDINAL
54	6	from	O
54	7	643	B-CARDINAL
54	8	.	O
55	0	GREEK	O
55	1	SOCIALISTS	O
55	2	GIVE	O
55	3	GREEN	O
55	4	LIGHT	O
55	5	TO	B-TIME
55	6	PM	I-TIME
55	7	FOR	O
55	8	ELECTIONS	O
55	9	.	O
56	0	ATHENS	O
56	1	1996	B-DATE
56	2	-	I-DATE
56	3	08	I-DATE
56	4	-	I-DATE
56	5	22	I-DATE
57	0	The	O
57	1	Greek	B-NORP
57	2	socialist	O
57	3	party	O
57	4	's	O
57	5	executive	O
57	6	bureau	O
57	7	gave	O
57	8	the	O
57	9	green	O
57	10	light	O
57	11	to	O
57	12	Prime	O
57	13	Minister	O
57	14	Costas	B-PERSON
57	15	Simitis	I-PERSON
57	16	to	O
57	17	call	O
57	18	snap	O
57	19	elections	O
57	20	,	O
57	21	its	O
57	22	general	O
57	23	secretary	O
57	24	Costas	B-PERSON
57	25	Skandalidis	I-PERSON
57	26	told	O
57	27	reporters	O
57	28	.	O
58	0	Prime	O
58	1	Minister	O
58	2	Costas	B-PERSON
58	3	Simitis	I-PERSON
58	4	is	O
58	5	going	O
58	6	to	O
58	7	make	O
58	8	an	O
58	9	official	O
58	10	announcement	O
58	11	after	O
58	12	a	O
58	13	cabinet	O
58	14	meeting	O
58	15	later	O
58	16	on	O
58	17	Thursday	B-DATE
58	18	,	O
58	19	said	O
58	20	Skandalidis	B-PERSON
58	21	.	O
59	0	--	B-PERSON
59	1	Dimitris	I-PERSON
59	2	Kontogiannis	I-PERSON
59	3	,	O
59	4	Athens	B-PERSON
59	5	Newsroom	I-PERSON
59	6	+301	O
59	7	3311812	B-CARDINAL
59	8	-	O
59	9	4	O
60	0	BayerVB	B-ORG
60	1	sets	I-ORG
60	2	C$	I-ORG
60	3	100	I-ORG
60	4	million	I-ORG
60	5	six	B-DATE
60	6	-	I-DATE
60	7	year	I-DATE
60	8	bond	O
60	9	.	O
61	0	LONDON	B-GPE
61	1	1996	B-DATE
61	2	-	I-DATE
61	3	08	I-DATE
61	4	-	I-DATE
61	5	22	I-DATE
62	0	The	O
62	1	following	O
62	2	bond	O
62	3	was	O
62	4	announced	O
62	5	by	O
62	6	lead	O
62	7	manager	O
62	8	Toronto	B-ORG
62	9	Dominion	I-ORG
62	10	.	O
63	0	BORROWER	B-ORG
63	1	BAYERISCHE	O
63	2	VEREINSBANK	O
64	0	AMT	O
64	1	C$	O
64	2	100	O
64	3	MLN	O
64	4	COUPON	O
64	5	6.625	B-CARDINAL
64	6	MATURITY	O
64	7	24.SEP.02	O
65	0	TYPE	O
65	1	STRAIGHT	O
65	2	ISS	O
65	3	PRICE	O
65	4	100.92	B-CARDINAL
65	5	PAY	O
65	6	DATE	O
65	7	24.SEP.96	O
66	0	FULL	O
66	1	FEES	O
66	2	1.875	B-CARDINAL
66	3	REOFFER	O
66	4	99.32	O
66	5	SPREAD	O
66	6	+20	O
66	7	BP	B-ORG
67	0	MOODY	B-ORG
67	1	AA1	I-ORG
67	2	LISTING	I-ORG
67	3	LUX	I-ORG
67	4	PAY	I-ORG
67	5	FREQ	O
67	6	=	O
68	0	S&P	B-ORG
68	1	=	O
68	2	DENOMS	O
68	3	(	O
68	4	K	O
68	5	)	O
68	6	1	B-CARDINAL
68	7	-	I-CARDINAL
68	8	10	I-CARDINAL
68	9	-	I-CARDINAL
68	10	100	I-CARDINAL
68	11	SALE	O
68	12	LIMITS	O
68	13	US	B-GPE
68	14	/	O
68	15	UK	B-GPE
68	16	/	O
68	17	CA	B-WORK_OF_ART
69	0	NEG	O
69	1	PLG	O
69	2	NO	O
69	3	CRS	O
69	4	DEFLT	O
69	5	NO	O
69	6	FORCE	O
69	7	MAJ	O
69	8	=	O
70	0	GOV	B-ORG
70	1	LAW	I-ORG
